16
16
['190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '118']
['12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '42']
['37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '220']
['161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '103']
['254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '26']
['5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '14']
['106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '173']
['154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '143']
['49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '162']
['116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '252']
['100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '238']
['84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '189']
['4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '10']
['75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '18']
['99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '112']
['200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '243']
['37', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['37', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['37', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['219', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['219', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['219', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['219', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['219', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['219', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['219', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['219', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['219', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['219', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['219', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['219', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['219', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['219', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['219', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['81', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['81', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['81', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['81', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['81', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['81', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['81', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['81', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['81', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['81', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['81', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['81', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['81', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['81', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['81', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['51', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['51', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['51', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['51', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['51', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['51', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['51', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['51', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['51', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['51', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['51', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['51', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['51', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['51', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['51', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['111', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['111', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['111', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['111', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['111', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['111', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['111', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['111', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['111', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['111', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['111', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['111', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['111', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['111', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['111', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['192', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['192', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['192', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['192', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['192', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['192', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['192', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['192', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['192', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['192', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['192', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['192', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['192', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['192', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['192', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['236', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['236', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['236', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['236', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['236', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['236', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['236', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['236', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['236', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['236', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['236', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['236', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['236', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['236', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['236', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['29', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['29', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['29', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['29', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['29', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['29', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['29', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['29', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['29', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['29', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['29', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['29', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['29', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['29', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['29', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['251', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['251', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['251', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['251', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['251', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['251', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['251', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['251', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['251', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['251', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['251', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['251', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['251', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['251', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['251', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['241', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['241', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['241', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['241', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['241', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['241', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['241', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['241', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['241', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['241', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['241', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['241', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['241', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['241', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['241', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['255', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['255', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['255', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['255', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['255', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['255', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['255', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['255', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['255', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['255', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['255', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['255', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['255', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['255', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['255', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['57', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['57', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['57', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['57', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['57', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['57', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['57', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['57', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['57', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['57', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['57', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['57', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['57', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['57', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['57', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['165', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['165', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['165', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['165', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['165', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['165', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['165', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['165', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['165', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['165', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['165', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['165', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['165', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['165', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['165', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['195', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['195', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['195', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['195', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['195', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['195', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['195', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['195', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['195', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['195', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['195', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['195', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['195', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['195', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['195', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['60', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['60', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['60', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['60', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['60', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['60', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['60', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['60', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['60', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['60', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['60', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['60', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['60', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['60', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['60', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['103', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['103', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['103', '161', '179', '63', '69', '156', '198', '178', '159', '223', '244', '87', '117', '123', '227', '242', '26']
['103', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['103', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['103', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['103', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['103', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['103', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['103', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['103', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['103', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['103', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['103', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['103', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['161', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['161', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['161', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['161', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['161', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['161', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['161', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['161', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['161', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['161', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['161', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
['161', '4', '207', '224', '150', '142', '212', '102', '217', '89', '153', '209', '163', '160', '148', '208', '18']
['161', '75', '36', '129', '120', '133', '144', '28', '157', '68', '20', '174', '40', '149', '31', '27', '112']
['161', '99', '1', '218', '35', '55', '256', '237', '128', '95', '47', '64', '39', '137', '239', '83', '243']
['161', '200', '247', '90', '66', '19', '184', '70', '196', '121', '82', '59', '194', '124', '58', '56', '118']
['179', '190', '48', '232', '109', '164', '188', '240', '92', '140', '177', '152', '134', '170', '72', '65', '42']
['179', '12', '94', '131', '15', '186', '43', '145', '11', '166', '234', '151', '204', '210', '21', '213', '220']
['179', '37', '219', '81', '51', '111', '192', '236', '29', '251', '241', '255', '57', '165', '195', '60', '103']
['179', '254', '6', '182', '230', '24', '172', '91', '61', '215', '113', '147', '250', '97', '216', '211', '14']
['179', '5', '199', '108', '135', '233', '114', '34', '226', '80', '245', '41', '169', '50', '25', '214', '173']
['179', '106', '38', '122', '52', '22', '175', '74', '203', '30', '231', '158', '67', '205', '93', '85', '143']
['179', '154', '187', '98', '23', '32', '96', '221', '202', '248', '71', '132', '53', '155', '77', '176', '162']
['179', '49', '2', '136', '45', '104', '78', '119', '141', '125', '62', '235', '107', '139', '138', '73', '252']
['179', '116', '206', '146', '167', '130', '126', '86', '76', '54', '127', '246', '193', '44', '181', '185', '238']
['179', '100', '180', '191', '79', '222', '249', '197', '105', '9', '115', '16', '168', '253', '8', '228', '189']
['179', '84', '183', '201', '225', '101', '229', '171', '13', '3', '7', '110', '17', '33', '46', '88', '10']
