25
16
['187', '161', '259', '199', '328', '47', '175', '46', '393', '282', '334', '126', '158', '35', '265', '269']
['178', '218', '259', '146', '5', '286', '208', '47', '393', '44', '179', '172', '65', '349', '126', '356']
['300', '41', '187', '161', '259', '12', '146', '286', '199', '328', '32', '208', '144', '192', '46', '314']
['236', '174', '187', '178', '12', '147', '5', '286', '328', '32', '25', '144', '175', '393', '44', '334']
['381', '255', '174', '218', '259', '146', '190', '286', '199', '32', '25', '205', '208', '305', '144', '314']
['357', '251', '161', '178', '218', '146', '199', '25', '208', '47', '175', '192', '46', '314', '109', '334']
['187', '316', '12', '146', '190', '286', '32', '205', '208', '144', '46', '314', '44', '334', '179', '172']
['218', '146', '147', '5', '328', '25', '205', '305', '47', '144', '314', '393', '44', '179', '396', '172']
['13', '251', '12', '199', '144', '314', '393', '179', '396', '172', '126', '158', '383', '269', '318', '95']
['187', '259', '146', '147', '328', '25', '144', '175', '192', '46', '393', '172', '356', '35', '77', '269']
['382', '174', '187', '316', '161', '178', '146', '199', '205', '47', '175', '46', '314', '44', '179', '172']
['187', '251', '316', '178', '5', '286', '199', '328', '25', '47', '175', '192', '314', '393', '44', '179']
['187', '251', '316', '259', '146', '286', '32', '25', '305', '47', '314', '282', '349', '356', '265', '383']
['205', '174', '251', '12', '190', '208', '175', '192', '393', '44', '282', '396', '356', '158', '220', '77']
['251', '161', '259', '190', '5', '286', '328', '305', '314', '109', '44', '334', '179', '396', '349', '126']
['174', '187', '251', '316', '259', '12', '147', '199', '32', '47', '144', '314', '109', '282', '334', '172']
['187', '251', '161', '218', '12', '147', '328', '25', '205', '305', '334', '349', '158', '77', '72', '122']
['187', '316', '178', '218', '12', '147', '286', '205', '208', '144', '192', '46', '393', '44', '334', '396']
['287', '187', '251', '316', '178', '259', '146', '190', '5', '286', '199', '47', '144', '175', '192', '46']
['147', '286', '328', '25', '47', '144', '192', '46', '109', '179', '396', '349', '126', '143', '158', '35']
['90', '251', '161', '178', '218', '190', '286', '32', '305', '144', '46', '109', '393', '44', '334', '179']
['251', '316', '161', '259', '190', '286', '328', '305', '47', '144', '175', '192', '393', '396', '126', '220']
['251', '218', '147', '190', '286', '199', '328', '25', '314', '44', '334', '179', '172', '349', '126', '356']
['174', '251', '316', '218', '12', '146', '5', '205', '144', '192', '46', '109', '393', '65', '349', '356']
['338', '174', '316', '178', '259', '199', '32', '208', '175', '192', '314', '109', '282', '179', '396', '65']
['316', '12', '146', '190', '25', '205', '47', '144', '334', '179', '396', '172', '65', '356', '158', '35']
['266', '187', '316', '259', '199', '32', '205', '208', '144', '192', '109', '44', '282', '179', '172', '65']
['249', '174', '187', '161', '12', '146', '147', '190', '199', '25', '208', '305', '47', '144', '175', '393']
['267', '174', '251', '161', '178', '147', '5', '286', '199', '328', '32', '25', '205', '47', '144', '175']
['187', '251', '218', '146', '328', '32', '25', '208', '144', '175', '192', '46', '314', '282', '334', '349']
['180', '215', '187', '316', '259', '146', '147', '5', '286', '328', '32', '25', '47', '144', '192', '393']
['336', '251', '316', '178', '218', '12', '147', '190', '208', '305', '47', '46', '179', '396', '172', '349']
['187', '251', '316', '178', '199', '208', '305', '47', '192', '314', '179', '65', '220', '16', '72', '269']
['251', '316', '178', '218', '259', '147', '190', '5', '286', '32', '305', '47', '175', '192', '334', '349']
['174', '178', '259', '146', '147', '199', '328', '32', '25', '208', '47', '144', '175', '46', '44', '334']
['55', '207', '234', '174', '251', '316', '12', '146', '147', '5', '47', '144', '46', '314', '393', '44']
['187', '251', '316', '259', '5', '286', '32', '205', '47', '46', '314', '109', '44', '334', '179', '172']
['316', '178', '259', '147', '5', '328', '47', '175', '314', '109', '44', '334', '179', '65', '356', '158']
['53', '174', '251', '316', '161', '218', '259', '12', '146', '328', '32', '25', '205', '46', '393', '44']
['389', '174', '187', '316', '218', '199', '205', '208', '47', '175', '314', '44', '356', '143', '220', '113']
['251', '316', '218', '259', '146', '147', '190', '25', '208', '192', '393', '282', '172', '349', '158', '77']
['77', '157', '316', '161', '146', '147', '286', '199', '328', '208', '305', '144', '46', '314', '109', '334']
['149', '174', '187', '251', '316', '161', '218', '12', '190', '5', '199', '328', '205', '305', '47', '192']
['9', '251', '316', '161', '218', '259', '146', '147', '199', '32', '205', '208', '47', '192', '46', '282']
['174', '161', '259', '190', '5', '47', '175', '46', '109', '396', '349', '35', '220', '77', '113', '269']
['251', '218', '12', '146', '147', '286', '32', '47', '175', '192', '109', '179', '396', '172', '65', '126']
['161', '218', '259', '146', '190', '5', '286', '208', '175', '192', '46', '109', '334', '179', '356', '220']
['174', '251', '161', '259', '12', '147', '190', '5', '286', '25', '305', '175', '46', '282', '126', '356']
['12', '5', '205', '144', '175', '46', '314', '109', '179', '126', '356', '158', '77', '113', '16', '122']
['30', '161', '178', '12', '146', '147', '190', '328', '32', '205', '144', '46', '109', '396', '356', '158']
['344', '174', '316', '218', '12', '190', '5', '32', '25', '205', '208', '305', '144', '314', '109', '282']
['394', '12', '251', '161', '178', '218', '259', '146', '286', '328', '32', '305', '144', '314', '109', '334']
['187', '316', '161', '12', '199', '25', '305', '175', '109', '393', '44', '282', '172', '65', '143', '220']
['296', '174', '251', '178', '259', '12', '190', '5', '199', '25', '205', '144', '46', '282', '334', '179']
['174', '316', '161', '12', '146', '25', '144', '192', '46', '44', '396', '349', '126', '356', '143', '113']
['81', '174', '187', '316', '161', '178', '218', '259', '147', '190', '328', '205', '208', '305', '334', '179']
['276', '386', '293', '174', '251', '146', '199', '328', '25', '205', '208', '175', '46', '109', '393', '179']
['114', '174', '251', '161', '218', '146', '147', '190', '5', '208', '175', '192', '314', '109', '393', '65']
['311', '187', '251', '316', '161', '178', '146', '190', '5', '32', '205', '305', '65', '143', '77', '383']
['129', '174', '147', '199', '32', '25', '205', '47', '144', '175', '192', '314', '109', '282', '334', '396']
['322', '174', '187', '178', '218', '259', '12', '147', '286', '199', '32', '208', '47', '192', '393', '44']
['376', '174', '251', '178', '259', '286', '199', '328', '205', '47', '175', '192', '314', '393', '396', '356']
['251', '218', '259', '12', '190', '286', '328', '32', '208', '46', '179', '35', '383', '16', '138', '83']
['251', '316', '218', '259', '12', '146', '199', '328', '305', '47', '175', '192', '393', '44', '396', '172']
['202', '193', '187', '251', '161', '190', '199', '25', '305', '175', '314', '349', '143', '220', '113', '16']
['178', '199', '328', '25', '205', '208', '175', '192', '109', '334', '396', '172', '356', '383', '122', '83']
['116', '316', '178', '259', '146', '25', '205', '144', '175', '46', '314', '179', '77', '383', '72', '92']
['221', '174', '187', '251', '161', '218', '12', '146', '147', '190', '5', '199', '208', '305', '175', '179']
['251', '316', '218', '147', '190', '286', '199', '328', '32', '47', '46', '172', '65', '349', '126', '220']
['324', '251', '218', '259', '147', '5', '199', '32', '205', '208', '47', '144', '175', '314', '109', '393']
['295', '259', '199', '208', '393', '282', '65', '126', '158', '35', '265', '383', '269', '92', '122', '83']
['214', '374', '174', '259', '12', '147', '190', '5', '32', '205', '175', '393', '282', '179', '220', '113']
['292', '174', '161', '12', '146', '5', '199', '32', '208', '144', '44', '126', '143', '158', '220', '113']
['187', '251', '316', '178', '259', '12', '147', '199', '328', '32', '25', '208', '47', '192', '314', '393']
['161', '178', '218', '259', '12', '199', '328', '205', '47', '175', '393', '172', '349', '356', '143', '158']
['210', '64', '352', '187', '218', '12', '146', '147', '32', '208', '144', '175', '314', '282', '65', '35']
['174', '187', '251', '316', '12', '146', '32', '205', '305', '314', '109', '282', '334', '179', '349', '126']
['175', '187', '316', '178', '218', '190', '5', '328', '46', '109', '44', '334', '179', '65', '126', '143']
['174', '187', '178', '259', '5', '286', '328', '32', '205', '208', '46', '314', '334', '179', '396', '65']
['187', '251', '161', '12', '25', '305', '47', '192', '314', '179', '172', '65', '356', '143', '158', '35']
['174', '187', '251', '218', '259', '12', '146', '328', '46', '109', '282', '396', '143', '158', '220', '77']
['251', '259', '147', '286', '199', '328', '205', '46', '314', '334', '396', '349', '158', '77', '113', '16']
['316', '178', '259', '146', '190', '5', '205', '46', '179', '396', '172', '349', '265', '77', '383', '122']
['333', '174', '251', '12', '147', '190', '286', '32', '25', '175', '314', '109', '179', '126', '356', '143']
['84', '174', '218', '259', '146', '147', '190', '25', '208', '305', '144', '46', '314', '44', '282', '334']
['187', '251', '161', '178', '259', '12', '146', '147', '190', '286', '199', '205', '192', '44', '396', '172']
['89', '251', '218', '5', '32', '205', '208', '47', '144', '192', '314', '109', '393', '282', '179', '356']
['174', '187', '161', '218', '5', '199', '32', '25', '205', '175', '393', '396', '172', '349', '126', '356']
['187', '251', '147', '190', '286', '199', '175', '179', '396', '172', '65', '143', '35', '383', '72', '269']
['147', '174', '187', '161', '218', '259', '12', '190', '5', '205', '47', '175', '192', '46', '314', '44']
['187', '161', '178', '218', '5', '328', '32', '205', '47', '144', '175', '314', '393', '282', '65', '126']
['289', '93', '316', '218', '259', '5', '199', '25', '305', '144', '175', '109', '282', '334', '179', '349']
['361', '174', '178', '218', '12', '190', '199', '328', '25', '205', '305', '47', '314', '393', '44', '282']
['317', '190', '174', '187', '251', '178', '218', '259', '5', '25', '205', '305', '47', '192', '46', '314']
['31', '187', '161', '178', '12', '146', '147', '190', '199', '205', '208', '144', '175', '393', '44', '334']
['174', '187', '316', '178', '218', '12', '205', '208', '175', '192', '46', '44', '179', '396', '172', '356']
['74', '178', '218', '259', '147', '190', '199', '328', '25', '208', '175', '192', '46', '393', '334', '349']
['224', '187', '251', '316', '161', '178', '259', '12', '5', '286', '199', '25', '305', '47', '144', '46']
['187', '259', '12', '5', '286', '32', '205', '208', '47', '175', '46', '393', '44', '179', '396', '172']
['243', '18', '174', '187', '178', '218', '12', '190', '328', '144', '393', '44', '282', '334', '179', '172']
['187', '251', '161', '147', '190', '286', '328', '32', '205', '47', '144', '175', '282', '179', '396', '65']
['332', '387', '304', '316', '161', '178', '12', '190', '286', '328', '32', '205', '192', '109', '393', '65']
['154', '199', '174', '178', '218', '259', '147', '190', '205', '47', '314', '109', '44', '172', '126', '356']
['161', '259', '147', '199', '32', '305', '144', '46', '314', '393', '334', '396', '126', '143', '269', '138']
['201', '161', '178', '12', '328', '208', '109', '393', '349', '126', '356', '143', '35', '265', '113', '92']
['174', '251', '316', '161', '218', '5', '199', '25', '144', '175', '46', '109', '393', '44', '179', '356']
['174', '161', '178', '218', '259', '5', '32', '144', '314', '109', '334', '179', '396', '172', '143', '113']
['251', '178', '146', '147', '190', '286', '199', '328', '25', '305', '144', '192', '109', '393', '44', '282']
['270', '174', '187', '161', '12', '147', '5', '328', '25', '205', '208', '144', '175', '46', '393', '349']
['111', '174', '251', '178', '218', '259', '12', '147', '286', '32', '25', '205', '208', '47', '192', '109']
['174', '187', '161', '146', '147', '190', '286', '32', '25', '205', '208', '305', '47', '144', '192', '314']
['355', '316', '259', '5', '328', '32', '25', '305', '47', '314', '282', '179', '65', '349', '356', '158']
['251', '161', '178', '218', '259', '286', '328', '208', '46', '35', '220', '265', '16', '72', '83', '263']
['115', '174', '251', '161', '178', '147', '190', '286', '328', '32', '25', '208', '305', '47', '144', '109']
['165', '187', '251', '161', '259', '12', '146', '147', '190', '286', '328', '305', '47', '393', '396', '349']
['187', '147', '5', '25', '205', '208', '305', '47', '175', '192', '46', '44', '282', '396', '172', '143']
['171', '97', '218', '12', '5', '286', '328', '32', '208', '305', '47', '144', '175', '282', '334', '179']
['316', '178', '259', '146', '147', '286', '328', '32', '208', '175', '46', '393', '334', '349', '126', '158']
['251', '161', '218', '5', '25', '205', '305', '47', '144', '314', '282', '396', '349', '35', '220', '265']
['174', '178', '12', '146', '286', '328', '25', '205', '305', '47', '144', '44', '172', '65', '349', '126']
['251', '259', '146', '190', '286', '32', '25', '208', '305', '175', '192', '314', '393', '282', '179', '349']
['315', '126', '174', '187', '259', '12', '146', '5', '199', '205', '47', '144', '44', '65', '349', '143']
['251', '161', '178', '259', '190', '205', '144', '109', '393', '282', '179', '356', '35', '77', '113', '383']
['219', '174', '259', '146', '147', '328', '32', '25', '205', '305', '46', '282', '396', '356', '158', '35']
['147', '190', '5', '286', '328', '32', '205', '208', '192', '282', '334', '396', '349', '143', '158', '35']
['16', '268', '251', '161', '146', '190', '286', '199', '205', '208', '144', '175', '192', '46', '314', '109']
['274', '187', '251', '161', '178', '218', '259', '12', '190', '286', '328', '32', '46', '314', '44', '334']
['187', '251', '178', '218', '12', '286', '32', '25', '305', '47', '144', '175', '109', '396', '349', '35']
['161', '218', '259', '12', '147', '328', '25', '205', '208', '175', '192', '393', '282', '396', '65', '126']
['174', '187', '251', '316', '259', '146', '147', '199', '328', '25', '208', '305', '314', '393', '179', '396']
['174', '187', '316', '218', '190', '5', '286', '32', '25', '305', '144', '393', '282', '349', '158', '35']
['187', '251', '218', '259', '147', '5', '25', '305', '144', '192', '46', '314', '109', '393', '44', '179']
['281', '187', '316', '161', '178', '146', '147', '5', '286', '328', '46', '109', '65', '158', '35', '77']
