40
25
['493', '30', '651', '704', '193', '930', '889', '725', '55', '210']
['92', '331', '575', '918', '167', '139', '689', '951', '707', '210']
['964', '50', '940', '975', '754', '461', '473', '415', '638', '614']
['831', '234', '366', '862', '204', '139', '376', '374', '188', '327']
['24', '347', '738', '371', '232', '481', '102', '758', '816', '628']
['446', '347', '738', '862', '971', '582', '163', '431', '707', '51']
['228', '517', '366', '401', '754', '962', '283', '938', '977', '628']
['615', '398', '955', '371', '204', '251', '854', '951', '188', '891']
['24', '492', '650', '371', '413', '435', '387', '968', '638', '577']
['446', '340', '227', '602', '285', '296', '163', '216', '16', '327']
['363', '239', '887', '975', '883', '463', '854', '538', '55', '453']
['228', '769', '584', '862', '356', '521', '854', '725', '389', '891']
['815', '560', '989', '408', '716', '435', '162', '192', '727', '983']
['900', '331', '674', '583', '920', '686', '623', '804', '16', '453']
['637', '274', '641', '416', '477', '383', '623', '938', '568', '422']
['363', '482', '940', '752', '180', '750', '60', '827', '484', '891']
['399', '524', '227', '700', '919', '383', '376', '770', '267', '488']
['900', '347', '940', '975', '336', '107', '751', '804', '666', '806']
['831', '274', '940', '583', '555', '263', '897', '467', '816', '717']
['414', '234', '476', '553', '754', '365', '283', '945', '267', '559']
['637', '524', '227', '371', '285', '463', '102', '431', '370', '983']
['864', '524', '940', '532', '629', '521', '473', '415', '546', '422']
['328', '331', '173', '583', '232', '640', '283', '951', '16', '983']
['779', '185', '736', '728', '920', '73', '721', '968', '638', '782']
['414', '239', '264', '704', '555', '564', '162', '538', '638', '460']
['357', '560', '651', '909', '754', '564', '387', '468', '977', '782']
['24', '340', '366', '583', '430', '930', '897', '968', '638', '747']
['446', '517', '206', '728', '883', '973', '163', '527', '370', '983']
['900', '886', '584', '909', '920', '107', '382', '23', '188', '747']
['328', '331', '955', '731', '336', '930', '163', '23', '55', '786']
['328', '274', '476', '602', '971', '930', '759', '758', '484', '577']
['815', '347', '674', '909', '570', '521', '382', '190', '389', '488']
['399', '340', '736', '975', '883', '421', '89', '725', '484', '983']
['729', '769', '892', '281', '336', '640', '163', '770', '977', '786']
['637', '185', '940', '371', '919', '463', '163', '951', '55', '51']
['864', '151', '264', '583', '959', '139', '937', '192', '267', '109']
['658', '239', '476', '371', '232', '383', '60', '538', '727', '306']
['493', '769', '39', '532', '923', '235', '689', '968', '881', '460']
['729', '385', '844', '371', '477', '251', '411', '374', '389', '810']
['779', '234', '650', '298', '629', '962', '387', '128', '568', '453']
['864', '398', '844', '728', '167', '251', '387', '527', '16', '983']
['363', '517', '264', '918', '285', '962', '283', '128', '727', '810']
['964', '388', '206', '99', '971', '930', '102', '827', '707', '460']
['414', '347', '206', '633', '629', '973', '89', '431', '389', '453']
['24', '886', '227', '909', '413', '383', '382', '968', '389', '559']
['328', '482', '264', '961', '555', '640', '283', '216', '748', '179']
['92', '331', '887', '532', '754', '107', '621', '951', '546', '810']
['658', '398', '989', '975', '555', '73', '441', '117', '515', '109']
['363', '331', '173', '553', '959', '930', '854', '128', '484', '806']
['831', '886', '641', '602', '413', '263', '393', '88', '120', '40']
['964', '347', '650', '731', '754', '582', '376', '468', '370', '628']
['778', '560', '575', '553', '477', '750', '441', '216', '389', '983']
['92', '11', '736', '298', '167', '73', '473', '936', '727', '782']
['92', '879', '708', '752', '866', '640', '60', '804', '855', '983']
['964', '340', '366', '583', '923', '435', '382', '827', '727', '422']
['363', '929', '674', '700', '959', '973', '60', '374', '855', '210']
['831', '274', '955', '155', '570', '296', '411', '725', '370', '782']
['900', '886', '39', '862', '430', '750', '411', '758', '816', '488']
['493', '517', '584', '731', '204', '73', '387', '374', '389', '614']
['24', '879', '39', '401', '716', '564', '382', '190', '84', '891']
['900', '239', '989', '603', '167', '564', '751', '770', '370', '891']
['831', '482', '674', '553', '716', '421', '387', '216', '727', '747']
['338', '185', '674', '155', '923', '421', '393', '23', '855', '786']
['338', '517', '989', '99', '959', '481', '889', '468', '855', '210']
['637', '185', '674', '298', '971', '582', '689', '968', '848', '488']
['446', '50', '673', '516', '920', '582', '689', '945', '881', '51']
['508', '385', '264', '603', '883', '383', '393', '415', '267', '327']
['433', '886', '39', '553', '629', '107', '163', '527', '816', '717']
['493', '30', '760', '416', '555', '582', '473', '216', '707', '327']
['357', '388', '641', '633', '866', '930', '759', '192', '370', '306']
['228', '560', '738', '553', '193', '263', '441', '951', '727', '717']
['815', '30', '708', '975', '204', '365', '889', '538', '484', '51']
['414', '769', '173', '918', '413', '235', '473', '538', '996', '453']
['228', '308', '39', '155', '477', '383', '897', '691', '84', '488']
['414', '185', '940', '731', '167', '521', '60', '527', '267', '109']
['900', '560', '247', '633', '866', '251', '393', '216', '484', '717']
['24', '385', '173', '583', '240', '251', '621', '216', '727', '179']
['815', '492', '641', '281', '676', '750', '393', '88', '568', '40']
['24', '482', '227', '633', '629', '383', '376', '827', '848', '327']
['508', '560', '887', '602', '430', '296', '441', '88', '855', '717']
['508', '524', '476', '603', '919', '841', '89', '945', '120', '806']
['493', '684', '736', '862', '716', '750', '89', '216', '638', '179']
['24', '239', '206', '583', '971', '296', '441', '527', '977', '179']
['433', '239', '844', '752', '959', '962', '233', '938', '727', '559']
['779', '340', '738', '155', '285', '481', '162', '216', '996', '488']
['815', '185', '39', '909', '356', '421', '751', '374', '120', '460']
['399', '769', '887', '633', '285', '750', '623', '216', '267', '109']
['414', '50', '989', '603', '959', '365', '163', '467', '389', '125']
['900', '385', '989', '603', '883', '962', '448', '945', '515', '306']
['658', '492', '173', '401', '570', '962', '283', '725', '727', '488']
['815', '769', '651', '553', '336', '481', '376', '691', '55', '210']
['357', '185', '955', '975', '167', '73', '937', '827', '515', '179']
['743', '492', '206', '416', '716', '296', '473', '468', '568', '210']
['831', '30', '844', '99', '477', '463', '751', '938', '996', '125']
['228', '11', '736', '862', '959', '463', '102', '804', '484', '3']
['433', '185', '650', '416', '971', '582', '689', '945', '881', '628']
['864', '234', '264', '583', '716', '962', '897', '468', '568', '806']
['399', '11', '206', '909', '356', '742', '60', '216', '16', '210']
['493', '308', '247', '99', '356', '742', '689', '216', '484', '210']
['778', '50', '247', '918', '866', '640', '393', '725', '638', '210']
['446', '560', '227', '731', '716', '365', '689', '431', '370', '559']
