200
5
['447', '35', '18', '137', '758']
['545', '800', '668', '746', '211']
['342', '615', '238', '458', '192']
['573', '698', '227', '987', '852']
['928', '153', '497', '840', '434']
['217', '980', '296', '584', '696']
['830', '610', '483', '587', '704']
['547', '977', '425', '852', '650']
['682', '879', '321', '88', '734']
['685', '504', '981', '330', '498']
['978', '891', '365', '990', '221']
['822', '252', '798', '872', '9']
['208', '796', '536', '10', '770']
['452', '573', '227', '901', '46']
['332', '338', '749', '882', '138']
['628', '321', '585', '789', '775']
['825', '310', '893', '730', '283']
['154', '794', '294', '445', '571']
['837', '958', '98', '689', '841']
['408', '74', '520', '620', '305']
['643', '456', '972', '735', '655']
['874', '149', '680', '311', '360']
['359', '979', '447', '665', '539']
['897', '922', '875', '836', '672']
['740', '907', '813', '539', '949']
['346', '161', '984', '79', '946']
['936', '455', '964', '481', '372']
['182', '313', '484', '894', '816']
['126', '445', '933', '294', '857']
['648', '919', '679', '601', '70']
['769', '544', '437', '458', '38']
['767', '0', '565', '399', '137']
['865', '519', '330', '337', '72']
['520', '805', '223', '438', '534']
['832', '791', '457', '937', '293']
['487', '339', '126', '179', '948']
['167', '887', '193', '895', '594']
['450', '288', '294', '506', '476']
['97', '820', '568', '693', '258']
['12', '870', '236', '623', '686']
['154', '923', '964', '825', '993']
['986', '934', '333', '273', '78']
['325', '640', '838', '738', '425']
['749', '535', '787', '902', '817']
['437', '674', '592', '143', '105']
['940', '612', '604', '878', '10']
['358', '696', '648', '584', '443']
['906', '314', '357', '970', '712']
['810', '456', '381', '350', '235']
['775', '433', '280', '134', '994']
['985', '4', '698', '715', '920']
['329', '232', '419', '828', '658']
['918', '706', '592', '674', '202']
['279', '137', '260', '767', '765']
['893', '426', '339', '744', '291']
['592', '220', '143', '393', '81']
['765', '508', '637', '912', '399']
['117', '470', '134', '725', '816']
['163', '972', '829', '612', '528']
['623', '66', '235', '435', '701']
['554', '726', '519', '563', '969']
['47', '223', '438', '578', '254']
['697', '161', '728', '340', '79']
['743', '503', '605', '631', '105']
['198', '196', '478', '780', '982']
['287', '374', '603', '307', '511']
['811', '142', '762', '57', '977']
['759', '8', '389', '495', '714']
['324', '268', '146', '245', '352']
['248', '327', '395', '146', '366']
['610', '494', '882', '362', '864']
['970', '834', '84', '899', '971']
['494', '906', '796', '519', '479']
['232', '358', '140', '419', '613']
['788', '62', '652', '747', '36']
['302', '868', '739', '166', '563']
['203', '477', '660', '478', '6']
['50', '581', '157', '840', '838']
['134', '37', '145', '394', '747']
['982', '841', '465', '837', '373']
['46', '573', '987', '950', '327']
['14', '565', '269', '885', '318']
['210', '983', '168', '619', '316']
['19', '48', '874', '233', '421']
['270', '92', '191', '374', '402']
['206', '163', '242', '286', '509']
['26', '610', '421', '362', '639']
['974', '952', '995', '574', '596']
['24', '257', '706', '122', '309']
['582', '96', '400', '707', '203']
['809', '606', '732', '962', '891']
['57', '131', '292', '303', '255']
['933', '727', '407', '794', '818']
['215', '719', '693', '187', '352']
['123', '953', '605', '678', '706']
['467', '61', '329', '593', '692']
['661', '671', '636', '718', '900']
['415', '242', '46', '1', '969']
['920', '679', '206', '736', '589']
['354', '21', '163', '80', '264']
['810', '936', '795', '646', '268']
['439', '184', '979', '802', '73']
['151', '576', '725', '169', '557']
['339', '812', '1', '291', '126']
['382', '434', '455', '280', '380']
['998', '251', '289', '702', '281']
['633', '215', '616', '333', '995']
['445', '733', '48', '731', '233']
['770', '429', '700', '340', '507']
['668', '68', '545', '625', '342']
['212', '966', '567', '716', '98']
['357', '780', '431', '984', '522']
['472', '912', '446', '541', '719']
['717', '210', '955', '362', '466']
['915', '774', '393', '188', '986']
['505', '635', '55', '177', '78']
['49', '876', '852', '721', '356']
['580', '688', '158', '342', '598']
['58', '966', '505', '559', '2']
['181', '529', '402', '560', '92']
['401', '565', '269', '378', '329']
['712', '557', '151', '856', '137']
['176', '394', '124', '145', '625']
['270', '484', '281', '59', '905']
['0', '582', '434', '96', '388']
['74', '404', '146', '245', '884']
['632', '140', '886', '752', '400']
['638', '178', '475', '646', '112']
['686', '792', '364', '280', '414']
['613', '924', '375', '232', '83']
['502', '313', '718', '848', '312']
['825', '742', '893', '923', '181']
['224', '225', '890', '959', '834']
['240', '588', '127', '757', '494']
['435', '381', '669', '426', '456']
['148', '979', '35', '18', '669']
['649', '935', '79', '637', '748']
['478', '453', '964', '460', '372']
['515', '258', '51', '27', '682']
['649', '337', '857', '637', '34']
['942', '383', '794', '430', '53']
['809', '137', '863', '732', '777']
['836', '875', '4', '406', '546']
['385', '138', '334', '656', '463']
['579', '25', '885', '475', '186']
['422', '814', '864', '466', '610']
['678', '395', '248', '225', '521']
['612', '246', '229', '631', '893']
['878', '78', '395', '986', '915']
['359', '405', '516', '877', '4']
['220', '697', '938', '908', '465']
['724', '296', '45', '582', '96']
['670', '46', '568', '693', '651']
['104', '299', '810', '868', '255']
['392', '750', '391', '274', '601']
['658', '485', '65', '461', '932']
['343', '980', '695', '806', '803']
['793', '927', '350', '436', '698']
['831', '226', '536', '82', '377']
['98', '728', '346', '144', '759']
['551', '681', '928', '153', '280']
['391', '767', '882', '936', '795']
['777', '813', '687', '189', '163']
['231', '983', '609', '867', '237']
['299', '205', '159', '941', '376']
['14', '329', '269', '301', '875']
['718', '631', '894', '699', '313']
['88', '879', '728', '405', '412']
['723', '254', '544', '608', '36']
['435', '605', '30', '559', '994']
['506', '786', '748', '565', '487']
['937', '95', '118', '367', '469']
['322', '5', '284', '572', '457']
['919', '2', '546', '396', '648']
['577', '167', '600', '827', '807']
['433', '758', '415', '250', '773']
['370', '569', '377', '765', '868']
['236', '727', '175', '570', '556']
['339', '744', '42', '310', '948']
['495', '763', '759', '713', '313']
['178', '967', '427', '657', '491']
['735', '551', '803', '153', '471']
['969', '921', '1', '287', '62']
['549', '764', '782', '467', '471']
['901', '746', '674', '424', '967']
['566', '742', '744', '397', '581']
['544', '901', '491', '449', '967']
['475', '82', '417', '816', '178']
['470', '436', '697', '244', '150']
['445', '529', '138', '144', '294']
['571', '330', '530', '642', '965']
['896', '418', '796', '322', '644']
['799', '826', '421', '422', '716']
['232', '613', '658', '339', '387']
['271', '347', '102', '219', '208']
['455', '382', '862', '577', '247']
['733', '353', '820', '703', '578']
['13', '57', '342', '28', '848']
['625', '805', '899', '668', '549']
['561', '904', '204', '1', '290']
['310', '818', '407', '873', '366']
['100', '752', '617', '588', '576']
['552', '822', '544', '136', '261']
['551', '706', '592', '143', '569']
['285', '198', '982', '418', '255']
['93', '586', '348', '781', '534']
['184', '587', '496', '304', '862']
['806', '866', '357', '501', '162']
['772', '343', '480', '10', '831']
['387', '831', '755', '991', '645']
['115', '99', '707', '653', '685']
['108', '573', '52', '356', '94']
['869', '808', '880', '194', '860']
['937', '660', '198', '890', '95']
['147', '359', '508', '845', '620']
['267', '591', '981', '426', '925']
['300', '723', '608', '586', '452']
['907', '173', '124', '263', '740']
['936', '870', '882', '646', '784']
['295', '53', '627', '297', '794']
['876', '717', '884', '955', '842']
['32', '936', '731', '421', '490']
['347', '301', '902', '107', '11']
['188', '647', '997', '225', '468']
['997', '882', '206', '34', '589']
['469', '876', '721', '858', '70']
['953', '927', '883', '704', '350']
['235', '456', '435', '663', '978']
['830', '558', '483', '996', '130']
['124', '173', '740', '813', '477']
['243', '445', '529', '154', '977']
['237', '155', '337', '435', '428']
['848', '361', '135', '264', '354']
['358', '500', '596', '19', '602']
['437', '906', '537', '903', '494']
['933', '330', '690', '407', '873']
['823', '173', '392', '716', '247']
['699', '870', '622', '716', '24']
['653', '30', '433', '134', '46']
['620', '741', '190', '679', '639']
['403', '157', '316', '848', '303']
['151', '463', '58', '635', '177']
['912', '784', '276', '698', '192']
['899', '225', '834', '241', '729']
['410', '858', '466', '165', '409']
['704', '130', '847', '295', '39']
['89', '400', '59', '944', '844']
['388', '215', '187', '131', '683']
['631', '246', '75', '988', '732']
['660', '930', '956', '355', '991']
['407', '390', '158', '533', '933']
['467', '692', '766', '583', '630']
['404', '804', '942', '657', '717']
['976', '470', '816', '150', '781']
['345', '960', '531', '39', '567']
